"Background_t123"	"Background_t21"	"File"	"Windows"	"Stat"	"Stat.Mean"	"Stat.SD"	"Dpos"	"DposOutlier"	"ModelType"
"0.4"	"0.2"	"Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	0.0881128974619206	26.9092053727071	4977	1000	"Null model"
"0.4"	"0.2"	"Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	12.612826688475	11.9488562263869	4977	1000	"Null model"
"0.4"	"0.2"	"Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	10.6078292055756	8.34336278073068	4977	1000	"Null model"
"0.4"	"0.2"	"Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	6.91800916086679	5.47171522508354	4977	1000	"Null model"
"0.6"	"0.2"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	-0.150829525154292	30.545854117644	5057	1000	"Null model"
"0.6"	"0.2"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	6.61368085449674	5.61010880393421	5057	1000	"Null model"
"0.6"	"0.2"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	5.92308545674115	4.97966098636263	5057	1000	"Null model"
"0.6"	"0.2"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	4.23897650214752	3.5411493549362	5057	1000	"Null model"
"0.6"	"0.4"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	0.0108114801995217	32.0720001483628	5017	1000	"Null model"
"0.6"	"0.4"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	10.0660918576024	8.23685008158257	5017	1000	"Null model"
"0.6"	"0.4"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	9.06276143101555	7.36863541001948	5017	1000	"Null model"
"0.6"	"0.4"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	5.67151470719175	4.65485410512111	5017	1000	"Null model"
"0.8"	"0.2"	"Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	0.281547682492174	34.6224885439886	5056	1000	"Null model"
