"Background_t123"	"Background_t21"	"Variable"	"File"	"Windows"	"Model"	"Mean"	"SD"	"SE"	"t.mean.diff"	"t.p.two.tailed"	"t.p.background.higher"	"t.p.background.lower"	"w.mean.diff"	"w.p.two.tailed"	"w.p.background.higher"	"w.p.background.lower"	"ModelType"
"0.6"	"0.2"	"P1P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0_Outlier"	0.02314225	0.00531801914758145	0.000168170531467445	"-0.00171675617283951"	"1.81189949664853e-21"	"1"	"9.05949748324267e-22"	"-0.00167311012751808"	"1.04445544828781e-24"	"1"	"5.22227724143907e-25"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0_Background"	0.0218348018518519	0.00535590064904129	5.6456149908482e-05	"0.00255113518518518"	"2.30526589561061e-63"	"1.15263294780531e-63"	"1"	"0.0022789688056174"	"1.07223439048894e-50"	"5.36117195244469e-51"	"1"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0_Outlier"	0.0192836666666667	0.00419414535398	0.0001326305215639	"0.00255113518518518"	"2.30526589561061e-63"	"1.15263294780531e-63"	"1"	"0.0022789688056174"	"1.07223439048894e-50"	"5.36117195244469e-51"	"1"	"Null model"
"0.6"	"0.2"	"P1P2_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Background"	0.0133579635802469	0.00423638782109502	4.46554485548606e-05	"-0.00459380864197531"	"3.48819438541236e-155"	"1"	"1.74409719270618e-155"	"-0.00460468028392745"	"6.1275448699575e-196"	"1"	"3.06377243497875e-196"	"Null model"
"0.6"	"0.2"	"P1P2_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0179517722222222	0.00447847308154229	0.000141621753774266	"-0.00459380864197531"	"3.48819438541236e-155"	"1"	"1.74409719270618e-155"	"-0.00460468028392745"	"6.1275448699575e-196"	"1"	"3.06377243497875e-196"	"Null model"
"0.6"	"0.2"	"P1P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Background"	0.0213961518518519	0.00522922301186871	5.51208503682361e-05	"-0.00201017592592593"	"2.9606966235855e-27"	"1"	"1.48034831179275e-27"	"-0.00196957688308949"	"2.74046771554893e-31"	"1"	"1.37023385777446e-31"	"Null model"
"0.6"	"0.2"	"P1P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0234063277777778	0.00546454476706054	0.000172804078398656	"-0.00201017592592593"	"2.9606966235855e-27"	"1"	"1.48034831179275e-27"	"-0.00196957688308949"	"2.74046771554893e-31"	"1"	"1.37023385777446e-31"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Background"	0.0218190827160494	0.00534966831460948	5.63904553353339e-05	"0.00239394382716049"	"1.35981237320012e-53"	"6.79906186600059e-54"	"1"	"0.00216140837129746"	"1.04366467060253e-44"	"5.21832335301263e-45"	"1"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0194251388888889	0.00434651208824136	0.000137448780762975	"0.00239394382716049"	"1.35981237320012e-53"	"6.79906186600059e-54"	"1"	"0.00216140837129746"	"1.04366467060253e-44"	"5.21832335301263e-45"	"1"	"Null model"
"0.6"	"0.2"	"P1P2_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Background"	0.0133546969135802	0.00423711140299758	4.46630757778131e-05	"-0.00462647530864197"	"1.06538653835567e-158"	"1"	"5.32693269177834e-159"	"-0.00463900099114902"	"5.45351261717874e-200"	"1"	"2.72675630858937e-200"	"Null model"
"0.6"	"0.2"	"P1P2_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Outlier"	0.0179811722222222	0.00444186254973982	0.000140464027105808	"-0.00462647530864197"	"1.06538653835567e-158"	"1"	"5.32693269177834e-159"	"-0.00463900099114902"	"5.45351261717874e-200"	"1"	"2.72675630858937e-200"	"Null model"
"0.6"	"0.2"	"P1P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Background"	0.0213377728395062	0.00520013217666365	5.48142060406208e-05	"-0.00259396604938272"	"1.18372321933416e-42"	"1"	"5.91861609667079e-43"	"-0.00257100123826019"	"3.54215847281588e-50"	"1"	"1.77107923640794e-50"	"Null model"
"0.6"	"0.2"	"P1P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Outlier"	0.0239317388888889	0.00549297534747915	0.00017370313229189	"-0.00259396604938272"	"1.18372321933416e-42"	"1"	"5.91861609667079e-43"	"-0.00257100123826019"	"3.54215847281588e-50"	"1"	"1.77107923640794e-50"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Background"	0.0217817882716049	0.00534715541660686	5.6363967064614e-05	"0.00202099938271605"	"5.69189437385419e-37"	"2.84594718692709e-37"	"1"	"0.00181782161826665"	"3.8374141522342e-31"	"1.9187070761171e-31"	"1"	"Null model"
"0.6"	"0.2"	"P2P3_dxy"	"Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0_Outlier"	0.0197607888888889	0.00454066755874503	0.000143588515832707	"0.00202099938271605"	"5.69189437385419e-37"	"2.84594718692709e-37"	"1"	"0.00181782161826665"	"3.8374141522342e-31"	"1.9187070761171e-31"	"1"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Background"	0.017699400617284	0.00493000466910031	5.1966812098739e-05	"-0.000676377160493829"	"0.000287780088828744"	"0.999856109955586"	"0.000143890044414372"	"-0.000516005079459611"	"0.00219822791783588"	"0.998900928438345"	"0.00109911395891794"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Outlier"	0.0183757777777778	0.00564664180288336	0.000178562492282309	"-0.000676377160493829"	"0.000287780088828744"	"0.999856109955586"	"0.000143890044414372"	"-0.000516005079459611"	"0.00219822791783588"	"0.998900928438345"	"0.00109911395891794"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Background"	0.0213153271604938	0.00511148929090917	5.38798279827733e-05	"-0.00278292839506173"	"7.57819021774781e-38"	"1"	"3.7890951088739e-38"	"-0.00250101179970203"	"2.13296811109944e-43"	"1"	"1.06648405554972e-43"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Outlier"	0.0240982555555556	0.00637268725522074	0.000201522065424243	"-0.00278292839506173"	"7.57819021774781e-38"	"1"	"3.7890951088739e-38"	"-0.00250101179970203"	"2.13296811109944e-43"	"1"	"1.06648405554972e-43"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Background"	0.021854450617284	0.00531527890054671	5.6027959082544e-05	"0.00233533395061728"	"9.04418821114686e-39"	"4.52209410557343e-39"	"1"	"0.00234316913739575"	"4.59798902521368e-48"	"2.29899451260684e-48"	"1"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D_Outlier"	0.0195191166666667	0.00518294129113094	0.000163898994589076	"0.00233533395061728"	"9.04418821114686e-39"	"4.52209410557343e-39"	"1"	"0.00234316913739575"	"4.59798902521368e-48"	"2.29899451260684e-48"	"1"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Background"	0.017301087037037	0.00476769422428133	5.02559097865289e-05	"-0.00465951296296296"	"7.45155154068321e-127"	"1"	"3.72577577034161e-127"	"-0.00465765736107982"	"6.10714241854544e-159"	"1"	"3.05357120927272e-159"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Outlier"	0.0219606	0.0051880771093667	0.000164061403421812	"-0.00465951296296296"	"7.45155154068321e-127"	"1"	"3.72577577034161e-127"	"-0.00465765736107982"	"6.10714241854544e-159"	"1"	"3.05357120927272e-159"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Background"	0.0212774086419753	0.00519147485724216	5.47229498812757e-05	"-0.00316211358024691"	"6.76068099604771e-59"	"1"	"3.38034049802386e-59"	"-0.00312494078207305"	"6.10912159596099e-73"	"1"	"3.05456079798049e-73"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Outlier"	0.0244395222222222	0.00558183412614899	0.000176513093598864	"-0.00316211358024691"	"6.76068099604771e-59"	"1"	"3.38034049802386e-59"	"-0.00312494078207305"	"6.10912159596099e-73"	"1"	"3.05456079798049e-73"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Background"	0.0219402709876543	0.00538706605531848	5.67846621352834e-05	"0.00319353765432099"	"9.86246413394048e-102"	"4.93123206697024e-102"	"1"	"0.0028640732432294"	"1.03615343795616e-80"	"5.18076718978078e-81"	"1"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0_Outlier"	0.0187467333333333	0.00395821006782297	0.000125169592717301	"0.00319353765432099"	"9.86246413394048e-102"	"4.93123206697024e-102"	"1"	"0.0028640732432294"	"1.03615343795616e-80"	"5.18076718978078e-81"	"1"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Background"	0.0172681617283951	0.00475403765817261	5.01119569401282e-05	"-0.00498876604938272"	"7.5376083805884e-148"	"1"	"3.7688041902942e-148"	"-0.00495474444574958"	"2.18771828967305e-184"	"1"	"1.09385914483652e-184"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0222569277777778	0.00502250712906755	0.000158825620922867	"-0.00498876604938272"	"7.5376083805884e-148"	"1"	"3.7688041902942e-148"	"-0.00495474444574958"	"2.18771828967305e-184"	"1"	"1.09385914483652e-184"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Background"	0.0212445820987654	0.00516936870084423	5.44899305328445e-05	"-0.00349037901234568"	"1.01921476060389e-69"	"1"	"5.09607380301946e-70"	"-0.00343884137221169"	"7.18302204989505e-87"	"1"	"3.59151102494753e-87"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0247349611111111	0.00559040962847127	0.000176784274793049	"-0.00349037901234568"	"1.01921476060389e-69"	"1"	"5.09607380301946e-70"	"-0.00343884137221169"	"7.18302204989505e-87"	"1"	"3.59151102494753e-87"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Background"	0.0219417345679012	0.0053882557995163	5.6797203140277e-05	"0.00320817345679012"	"1.70369072135921e-103"	"8.51845360679606e-104"	"1"	"0.00286099839163375"	"2.99844954559147e-81"	"1.49922477279574e-81"	"1"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0_Outlier"	0.0187335611111111	0.00393287887162878	0.000124368549958999	"0.00320817345679012"	"1.70369072135921e-103"	"8.51845360679606e-104"	"1"	"0.00286099839163375"	"2.99844954559147e-81"	"1.49922477279574e-81"	"1"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Background"	0.0172740432098765	0.00477280431928792	5.03097749174644e-05	"-0.0049299512345679"	"6.50624568350637e-150"	"1"	"3.25312284175319e-150"	"-0.00492363718047957"	"5.10453339123443e-186"	"1"	"2.55226669561722e-186"	"Null model"
"0.6"	"0.4"	"P1P2_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Outlier"	0.0222039944444444	0.00491331042416736	0.000155372517918169	"-0.0049299512345679"	"6.50624568350637e-150"	"1"	"3.25312284175319e-150"	"-0.00492363718047957"	"5.10453339123443e-186"	"1"	"2.55226669561722e-186"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Background"	0.021162075308642	0.00509392613947678	5.36946961113839e-05	"-0.00431544691358025"	"7.95405591904987e-97"	"1"	"3.97702795952494e-97"	"-0.00420214299286829"	"1.39000805350351e-122"	"1"	"6.95004026751754e-123"	"Null model"
"0.6"	"0.4"	"P1P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Outlier"	0.0254775222222222	0.00569432864422678	0.000180070482612952	"-0.00431544691358025"	"7.95405591904987e-97"	"1"	"3.97702795952494e-97"	"-0.00420214299286829"	"1.39000805350351e-122"	"1"	"6.95004026751754e-123"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Background"	0.0218941395061728	0.00538428014842638	5.67552960981894e-05	"0.00273222283950618"	"6.22630641320761e-69"	"3.1131532066038e-69"	"1"	"0.00246889643963362"	"2.94895829607381e-58"	"1.47447914803691e-58"	"1"	"Null model"
"0.6"	"0.4"	"P2P3_dxy"	"Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0_Outlier"	0.0191619166666667	0.00428957791487609	0.000135648364117643	"0.00273222283950618"	"6.22630641320761e-69"	"3.1131532066038e-69"	"1"	"0.00246889643963362"	"2.94895829607381e-58"	"1.47447914803691e-58"	"1"	"Null model"
"0.8"	"0.2"	"P1P2_dxy"	"Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D_Background"	0.0139006314814815	0.00441229199928242	4.65096413982348e-05	"0.000833609259259259"	"1.88117478709066e-07"	"9.40587393545332e-08"	"0.999999905941261"	"0.00105249889572233"	"1.45875427040719e-14"	"7.29377135203594e-15"	"0.999999999999993"	"Null model"
"0.8"	"0.2"	"P1P2_dxy"	"Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D_Outlier"	0.0130670222222222	0.00480933432701603	0.000152084505026037	"0.000833609259259259"	"1.88117478709066e-07"	"9.40587393545332e-08"	"0.999999905941261"	"0.00105249889572233"	"1.45875427040719e-14"	"7.29377135203594e-15"	"0.999999999999993"	"Null model"
"0.8"	"0.2"	"P1P3_dxy"	"Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D_Background"	0.025432724691358	0.00552292422482304	5.82167329832022e-05	"-0.00100837530864197"	"1.41831955556459e-06"	"0.999999290840222"	"7.09159777782294e-07"	"-0.000821757834265235"	"1.09680747077024e-05"	"0.999994516254266"	"5.48403735385122e-06"	"Null model"
